"Car Make","Car Model","Year","Engine Size (L)","Horsepower","Torque (lb-ft)","0-60 MPH Time (seconds)","Price (in USD)","MPG"
"Audi","S4","2004","4.2","262.5","","5.142666666666666","","18.0"
"Mercedes-Benz","CLS450","2020","3.0","281.25","","5.052444444444444","","26.0"
"Mercedes-Benz","S420","1997","4.2","262.5","","7.093333333333333","","16.0"
"Mercedes-Benz","CLS400 4matic","2015","3.0","281.25","","4.799822222222222","","22.0"
"Audi","S4","1994","2.2","206.25","","6.545212121212121","","18.0"
"Audi","S4","1993","2.2","206.25","","6.545212121212121","","18.0"
"Mercedes-Benz","CLS450 4matic","2022","3.0","281.25","","4.799822222222222","","25.0"
"Mercedes-Benz","S400 Hybrid","2012","3.5","218.75","","8.511999999999999","","21.0"
"Volvo","S40 FWD","2001","1.9","178.125","","8.37642105263158","","23.0"
"Mercedes-Benz","S430","2000","4.3","268.75","","6.928372093023256","","18.0"
"Mercedes-Benz","CLS450 4matic","2020","3.0","281.25","","4.799822222222222","","26.0"
"Mercedes-Benz","S420","1996","4.2","262.5","","7.093333333333333","","16.0"
"Mercedes-Benz","S400 Hybrid","2011","3.5","218.75","","8.511999999999999","","21.0"
"Audi","S4 Cabriolet","2005","4.2","262.5","","4.610666666666667","","16.0"
"Mercedes-Benz","CLS450 4matic","2023","3.0","281.25","","4.799822222222222","","25.0"
"Audi","S4 Cabriolet","2007","4.2","262.5","","4.610666666666667","","15.0"
"Volvo","S40 FWD","2003","1.9","178.125","","8.37642105263158","","22.0"
"Mercedes-Benz","S400 Hybrid","2013","3.5","218.75","","8.511999999999999","","21.0"
"Audi","S4 Avant","2008","4.2","262.5","","5.674666666666666","","15.0"
"Mercedes-Benz","S450","2018","3.0","281.25","","6.620444444444444","","22.0"
"Mercedes-Benz","S420","1998","4.2","262.5","","7.093333333333333","","16.0"
"Audi","S4","2020","3.0","281.25","","4.799822222222222","","23.0"
"Mercedes-Benz","CLS400","2016","3.0","281.25","","5.052444444444444","","24.0"
"Mercedes-Benz","S430","2006","4.3","268.75","","6.928372093023256","","19.0"
"Mercedes-Benz","S450 4matic","2018","3.0","281.25","","6.289422222222221","","22.0"
"Mercedes-Benz","S430 4matic","2004","4.3","268.75","","6.581953488372093","","17.0"
"Mercedes-Benz","GLS450 4matic","2017","3.0","281.25","","7.61351111111111","","19.0"
"Mercedes-Benz","GLS450 4matic","2024","3.0","281.25","","7.61351111111111","","21.0"
"Mercedes-Benz","S430","2003","4.3","268.75","","6.928372093023256","","18.0"
"Audi","S4","1992","2.2","206.25","","7.448","","18.0"
"Mercedes-Benz","S430 4matic","2005","4.3","268.75","","6.581953488372093","","17.0"
"Mercedes-Benz","S430 4matic","2003","4.3","268.75","","6.581953488372093","","17.0"
"Audi","S4","2010","3.0","262.5","","5.142666666666666","","21.0"
"Mercedes-Benz","CLS550","2015","4.7","440.625","","3.224964539007092","","20.0"
"Audi","S5","2017","3.0","262.5","","4.610666666666667","","21.0"
"Audi","S5 Sportback","2022","3.0","281.25","","5.4618666666666655","","24.0"
"Audi","S5 Sportback","2023","3.0","281.25","","5.4618666666666655","","24.0"
"Audi","S5 Coupe","2022","3.0","281.25","","4.303288888888888","","24.0"
"Mercedes-Benz","S500","2001","5.0","312.5","","5.9584","","17.0"
"Mercedes-Benz","CLS550","2016","4.7","440.625","","3.224964539007092","","20.0"
"Audi","S5 Cabriolet","2021","3.0","281.25","","4.303288888888888","","22.0"
"Audi","S5","2021","3.0","281.25","","4.303288888888888","","23.0"
"Audi","S5","2016","3.0","262.5","","4.610666666666667","","20.0"
"Audi","S5 Cabriolet","2024","3.0","281.25","","4.303288888888888","","22.0"
"Audi","S5","2008","4.2","262.5","","4.610666666666667","","19.0"
"Mercedes-Benz","S500 Coupe","1994","5.0","312.5","","4.547199999999999","","14.0"
"Mercedes-Benz","S550","2007","5.5","343.75","","5.416727272727273","","17.0"
"Audi","S5 Cabriolet","2011","3.0","262.5","","4.610666666666667","","20.0"
"Mercedes-Benz","S550 4matic","2009","5.5","343.75","","5.145890909090909","","17.0"
"Mercedes-Benz","CLS550","2017","4.7","440.625","","3.224964539007092","","21.0"
"Mercedes-Benz","S560 4matic","2020","4.0","375.0","","4.717066666666666","","21.0"
"Audi","S5","2010","4.2","262.5","","4.610666666666667","","19.0"
"Mercedes-Benz","S560 4matic Coupe","2019","4.0","375.0","","3.5998666666666668","","20.0"
"Mercedes-Benz","S550 4matic","2008","5.5","343.75","","5.145890909090909","","16.0"
"Mercedes-Benz","S550","2012","4.7","440.625","","4.225815602836879","","19.0"
"Audi","S5 Cabriolet","2010","3.0","262.5","","4.610666666666667","","20.0"
"Audi","S5 Cabriolet","2017","3.0","262.5","","4.610666666666667","","21.0"
"Mercedes-Benz","CLS500","2006","5.0","312.5","","4.547199999999999","","16.0"
"Mercedes-Benz","S560 Convertible","2018","4.0","375.0","","3.5672","","20.0"
"Mercedes-Benz","S550 4matic","2011","5.5","343.75","","5.145890909090909","","17.0"
"Audi","S5","2009","4.2","262.5","","4.610666666666667","","19.0"
"Mercedes-Benz","S500","2000","5.0","312.5","","5.9584","","17.0"
"Mercedes-Benz","S550 4matic","2013","4.7","440.625","","4.0145248226950345","","18.0"
"Mercedes-Benz","S500 Coupe","1995","5.0","312.5","","4.547199999999999","","15.0"
"Mercedes-Benz","S550","2014","4.7","440.625","","4.225815602836879","","20.0"
"Mercedes-Benz","S560 Convertible","2019","4.0","375.0","","3.5672","","20.0"
"Mercedes-Benz","S560e","2020","3.0","281.25","","5.2963555555555555","","23.0"
"Mercedes-Benz","S550 4matic","2014","4.7","440.625","","4.0145248226950345","","19.0"
"Mercedes-Benz","S560 4matic","2019","4.0","375.0","","4.717066666666666","","21.0"
"Mercedes-Benz","S580 4matic","2024","4.0","375.0","","4.717066666666666","","21.0"
"Audi","S5 Cabriolet","2013","3.0","262.5","","4.610666666666667","","21.0"
"Mercedes-Benz","S500 4matic","2004","5.0","312.5","","5.66048","","16.0"
"Mercedes-Benz","S560e","2019","3.0","281.25","","5.2963555555555555","","23.0"
"Mercedes-Benz","S500 4matic","2023","3.0","187.5","","9.434133333333332","","23.0"
"Mercedes-Benz","S560 Convertible","2020","4.0","375.0","","3.3973333333333335","","20.0"
"Audi","S5 Cabriolet","2016","3.0","262.5","","4.610666666666667","","21.0"
"Audi","S5 Coupe","2024","3.0","281.25","","4.303288888888888","","24.0"
"Mercedes-Benz","S560","2018","4.0","375.0","","5.2136","","21.0"
"Mercedes-Benz","S560","2019","4.0","375.0","","5.2136","","21.0"
"Mercedes-Benz","S55 AMG","2004","5.4","472.49999999999994","","3.940740740740741","","15.0"
"Mercedes-Benz","S550 4matic","2017","4.7","440.625","","4.0145248226950345","","20.0"
"Mercedes-Benz","S550","2009","5.5","343.75","","5.416727272727273","","17.0"
"Mercedes-Benz","S580e 4matic","2023","3.0","281.25","","5.031537777777777","","23.0"
"Audi","S5 Sportback","2020","3.0","281.25","","5.4618666666666655","","23.0"
"Mercedes-Benz","S500","2002","5.0","312.5","","5.9584","","17.0"
"Mercedes-Benz","S500 Sedan","1995","5.0","312.5","","5.9584","","15.0"
"Mercedes-Benz","S550 Convertible","2017","4.7","440.625","","2.8913475177304964","","20.0"
"Mercedes-Benz","S500","1999","5.0","312.5","","5.9584","","16.0"
"Mercedes-Benz","CLS550","2014","4.7","440.625","","3.224964539007092","","20.0"
"Mercedes-Benz","AMG CLS53 4matic Plus","2020","3.0","187.5","","7.1997333333333335","","23.0"
"Mercedes-Benz","S580 4matic","2022","4.0","375.0","","4.717066666666666","","19.0"
"Mercedes-Benz","CLS550","2008","5.5","343.75","","4.133818181818182","","16.0"
"Mercedes-Benz","CLS550","2010","5.5","343.75","","4.133818181818182","","16.0"
"Mercedes-Benz","S560 4matic Coupe","2021","4.0","375.0","","3.5998666666666668","","20.0"
"Mercedes-Benz","GLS580 4matic","2020","4.0","375.0","","5.710133333333333","","18.0"
"Audi","S5","2015","3.0","262.5","","4.610666666666667","","20.0"
"Mercedes-Benz","S55 AMG","2005","5.4","472.49999999999994","","3.940740740740741","","15.0"
"Audi","S5 Cabriolet","2018","3.0","281.25","","4.303288888888888","","23.0"
"Mercedes-Benz","CLS55 AMG","2006","5.4","472.49999999999994","","3.007407407407408","","15.0"
"Mercedes-Benz","Maybach S550 4matic","2017","4.7","440.625","","4.0145248226950345","","19.0"
"Mercedes-Benz","AMG CLS53 4matic Plus","2021","3.0","187.5","","7.1997333333333335","","23.0"
"Mercedes-Benz","CLS550 4matic","2017","4.7","440.625","","3.0637163120567372","","20.0"
"Mercedes-Benz","CLS550","2011","5.5","343.75","","4.133818181818182","","16.0"
"Mercedes-Benz","CLS550 4matic","2015","4.7","440.625","","3.0637163120567372","","19.0"
"Audi","S5","2018","3.0","281.25","","4.303288888888888","","24.0"
"Mercedes-Benz","S550 4matic","2010","5.5","343.75","","5.145890909090909","","17.0"
"Audi","S5","2012","4.2","262.5","","4.610666666666667","","19.0"
"Audi","S5 Cabriolet","2019","3.0","281.25","","4.303288888888888","","24.0"
"Mercedes-Benz","CLS550 4matic","2016","4.7","440.625","","3.0637163120567372","","20.0"
"Mercedes-Benz","S560 4matic","2018","4.0","375.0","","4.717066666666666","","21.0"
"Mercedes-Benz","CLS550","2012","4.7","440.625","","3.224964539007092","","20.0"
"Mercedes-Benz","GLS550 4matic","2018","4.7","440.625","","4.859687943262411","","16.0"
"Audi","S5","2013","3.0","262.5","","4.610666666666667","","21.0"
"Audi","S5","2011","4.2","262.5","","4.610666666666667","","19.0"
"Mercedes-Benz","S550 4matic Coupe","2017","4.7","440.625","","3.0637163120567372","","20.0"
"Mercedes-Benz","S550","2013","4.7","440.625","","4.225815602836879","","19.0"
"Mercedes-Benz","S500","2003","5.0","312.5","","5.9584","","16.0"
"Mercedes-Benz","S550 4matic Coupe","2016","4.7","440.625","","3.0637163120567372","","19.0"
"Audi","S5 Sportback","2024","3.0","281.25","","5.4618666666666655","","23.0"
"Mercedes-Benz","S500 4matic","2024","3.0","187.5","","9.434133333333332","","24.0"
"Mercedes-Benz","S500 Sedan","1994","5.0","312.5","","5.9584","","14.0"
"Mercedes-Benz","S580 4matic","2021","4.0","375.0","","4.717066666666666","","20.0"
"Mercedes-Benz","S500 4matic","2005","5.0","312.5","","5.66048","","16.0"
"Mercedes-Benz","S560 Convertible","2021","4.0","375.0","","3.3973333333333335","","20.0"
"Mercedes-Benz","S550 4matic","2007","5.5","343.75","","5.145890909090909","","16.0"
"Mercedes-Benz","S550e","2017","3.0","281.25","","5.2963555555555555","","26.0"
"Mercedes-Benz","CLS550 4matic","2018","4.7","440.625","","3.0637163120567372","","20.0"
"Mercedes-Benz","AMG CLS53 4matic Plus","2019","3.0","187.5","","7.1997333333333335","","23.0"
"Mercedes-Benz","CLS550 4matic","2013","4.7","440.625","","3.0637163120567372","","19.0"
"Audi","S5 Sportback","2018","3.0","281.25","","5.4618666666666655","","24.0"
"Mercedes-Benz","S550 4matic","2016","4.7","440.625","","4.0145248226950345","","19.0"
"Mercedes-Benz","S580 4matic Maybach","2024","4.0","375.0","","4.717066666666666","","21.0"
"Mercedes-Benz","S560","2020","4.0","375.0","","4.965333333333333","","21.0"
"Mercedes-Benz","S55 AMG","2003","5.0","437.5","","4.255999999999999","","15.0"
"Mercedes-Benz","GLS580 4matic","2022","4.0","375.0","","5.710133333333333","","18.0"
"Audi","S5 Coupe","2023","3.0","281.25","","4.303288888888888","","24.0"
"Mercedes-Benz","GLS580 4matic","2023","4.0","375.0","","5.710133333333333","","18.0"
"Mercedes-Benz","CLS550","2013","4.7","440.625","","3.224964539007092","","20.0"
"Mercedes-Benz","S550","2010","5.5","343.75","","5.416727272727273","","18.0"
"Audi","S5 Cabriolet","2023","3.0","281.25","","4.303288888888888","","23.0"
"Mercedes-Benz","S560 4matic Maybach","2020","4.0","375.0","","4.717066666666666","","19.0"
"Mercedes-Benz","S550","2017","4.7","440.625","","4.225815602836879","","21.0"
"Mercedes-Benz","S55 AMG","2001","5.4","337.5","","5.517037037037037","","17.0"
"Audi","S5 Cabriolet","2022","3.0","281.25","","4.303288888888888","","23.0"
"Mercedes-Benz","S550","2008","5.5","343.75","","5.416727272727273","","16.0"
"Mercedes-Benz","Maybach S560 4matic","2018","4.0","375.0","","4.717066666666666","","19.0"
"Mercedes-Benz","GLS580 4matic","2024","4.0","375.0","","5.710133333333333","","16.0"
"Audi","S5 Cabriolet","2012","3.0","262.5","","4.610666666666667","","20.0"
"Audi","S5","2014","3.0","262.5","","4.610666666666667","","21.0"
"Mercedes-Benz","S500","1997","5.0","312.5","","5.9584","","16.0"
"Mercedes-Benz","S560 4matic Coupe","2020","4.0","375.0","","3.5998666666666668","","20.0"
"Mercedes-Benz","S55 AMG","2002","5.4","337.5","","5.517037037037037","","17.0"
"Mercedes-Benz","S500","2005","5.0","312.5","","5.9584","","17.0"
"Mercedes-Benz","GLS550 4matic","2019","4.7","440.625","","4.859687943262411","","16.0"
"Mercedes-Benz","S550","2011","5.5","343.75","","5.416727272727273","","18.0"
"Mercedes-Benz","S500","2004","5.0","312.5","","5.9584","","17.0"
"Mercedes-Benz","S500","1998","5.0","312.5","","5.9584","","16.0"
"Mercedes-Benz","Maybach S560 4matic","2019","4.0","375.0","","4.717066666666666","","19.0"
"Mercedes-Benz","CLS550 4matic","2012","4.7","440.625","","3.0637163120567372","","19.0"
"Mercedes-Benz","S500 4matic","2021","3.0","187.5","","9.434133333333332","","24.0"
"Mercedes-Benz","S500 4matic","2006","5.0","312.5","","5.66048","","16.0"
"Audi","S5 Sportback","2021","3.0","281.25","","5.4618666666666655","","23.0"
"Mercedes-Benz","S550","2016","4.7","440.625","","4.225815602836879","","20.0"
"Mercedes-Benz","S55 AMG","2006","5.4","472.49999999999994","","3.940740740740741","","16.0"
"Mercedes-Benz","S560 4matic Coupe","2018","4.0","375.0","","3.5998666666666668","","21.0"
"Mercedes-Benz","S550 4matic Coupe","2015","4.7","440.625","","3.0637163120567372","","19.0"
"Audi","S5 Cabriolet","2020","3.0","281.25","","4.303288888888888","","22.0"
"Mercedes-Benz","S580 4matic Maybach","2023","4.0","375.0","","4.717066666666666","","18.0"
"Mercedes-Benz","S500","2006","5.0","312.5","","5.9584","","17.0"
"Audi","S5","2020","3.0","281.25","","4.303288888888888","","23.0"
"Mercedes-Benz","GLS550 4matic","2017","4.7","440.625","","4.859687943262411","","16.0"
"Mercedes-Benz","S580 4matic","2023","4.0","375.0","","4.717066666666666","","19.0"
"Mercedes-Benz","S550","2015","4.7","440.625","","4.225815602836879","","20.0"
"Mercedes-Benz","S550e","2015","3.0","281.25","","5.2963555555555555","","26.0"
"Mercedes-Benz","CLS550","2007","5.5","343.75","","4.133818181818182","","16.0"
"Audi","S5 Cabriolet","2015","3.0","262.5","","4.610666666666667","","21.0"
"Mercedes-Benz","CLS550 4matic","2014","4.7","440.625","","3.0637163120567372","","19.0"
"Mercedes-Benz","CLS550","2018","4.7","440.625","","3.224964539007092","","21.0"
"Mercedes-Benz","S550 4matic","2012","4.7","440.625","","4.0145248226950345","","18.0"
"Mercedes-Benz","S550e","2016","3.0","281.25","","5.2963555555555555","","26.0"
"Mercedes-Benz","S500 Coupe","1997","5.0","312.5","","4.547199999999999","","16.0"
"Mercedes-Benz","S500 4matic","2003","5.0","312.5","","5.66048","","16.0"
"Mercedes-Benz","S500","1996","5.0","312.5","","5.9584","","16.0"
"Mercedes-Benz","S580 4matic Maybach","2021","4.0","375.0","","4.717066666666666","","19.0"
"Mercedes-Benz","S580 4matic Maybach","2022","4.0","375.0","","4.717066666666666","","18.0"
"Audi","S5 Cabriolet","2014","3.0","262.5","","4.610666666666667","","21.0"
"Mercedes-Benz","S500 Coupe","1996","5.0","312.5","","4.547199999999999","","16.0"
"Audi","S5 Sportback","2019","3.0","281.25","","5.4618666666666655","","24.0"
"Audi","S5","2019","3.0","281.25","","4.303288888888888","","24.0"
"Mercedes-Benz","S500 4matic","2022","3.0","187.5","","9.434133333333332","","24.0"
"Mercedes-Benz","GLS580 4matic","2021","4.0","375.0","","5.710133333333333","","18.0"
"Mercedes-Benz","CLS550","2009","5.5","343.75","","4.133818181818182","","16.0"
"Mercedes-Benz","S550 4matic","2015","4.7","440.625","","4.0145248226950345","","19.0"
"Mercedes-Benz","S600","1999","6.0","375.0","","4.965333333333333","","13.0"
"Volvo","S60 AWD","2018","2.0","187.5","","7.1997333333333335","","26.0"
"Mercedes-Benz","S600","2009","5.5","515.625","","3.6111515151515152","","13.0"
"Volvo","S60 AWD","2021","2.0","187.5","","7.1997333333333335","","26.0"
"Volvo","S60 FWD","2007","2.4","225.0","","6.631333333333334","","21.0"
"Volvo","S60 AWD","2008","2.5","234.375","","5.759786666666667","","21.0"
"Mercedes-Benz","S63 AMG 4matic","2014","5.5","515.625","","3.430593939393939","","18.0"
"Mercedes-Benz","S600","2015","6.0","562.5","","3.310222222222222","","16.0"
"Mercedes-Benz","AMG GLS63","2019","5.5","515.625","","4.152824242424242","","15.0"
"Mercedes-Benz","S600","2007","5.5","515.625","","3.6111515151515152","","13.0"
"Volvo","S60 FWD","2019","2.0","187.5","","7.9576","","28.0"
"Volvo","S60 FWD","2016","2.0","187.5","","7.9576","","30.0"
"Mercedes-Benz","Maybach S680 4matic","2022","6.0","562.5","","3.1447111111111106","","15.0"
"Volvo","S60 FWD","2009","2.5","234.375","","6.36608","","22.0"
"Audi","S6","2007","5.2","325.0","","4.726615384615385","","16.0"
"Mercedes-Benz","S600","2008","5.5","515.625","","3.6111515151515152","","13.0"
"Volvo","S60 AWD","2012","3.0","281.25","","4.799822222222222","","21.0"
"Mercedes-Benz","AMG GLS63","2017","5.5","515.625","","4.152824242424242","","14.0"
"Mercedes-Benz","AMG S63 4matic Convertible","2017","5.5","515.625","","2.3472484848484845","","17.0"
"Volvo","S60 CC AWD","2018","2.0","187.5","","7.1997333333333335","","25.0"
"Mercedes-Benz","S600","2001","5.8","362.5","","5.136551724137931","","16.0"
"Mercedes-Benz","Maybach S680 4matic","2023","6.0","562.5","","3.1447111111111106","","14.0"
"Volvo","S60 AWD","2007","2.5","234.375","","5.759786666666667","","21.0"
"Mercedes-Benz","S600","2013","5.5","515.625","","3.6111515151515152","","14.0"
"Mercedes-Benz","CLS63 AMG","2010","6.3","393.75","","3.6088888888888886","","14.0"
"Mercedes-Benz","CLS63 AMG","2011","6.3","393.75","","3.6088888888888886","","14.0"
"Mercedes-Benz","S600","1998","6.0","375.0","","4.965333333333333","","13.0"
"Volvo","S60","2001","2.4","225.0","","6.631333333333334","","21.0"
"Volvo","S60 B5 AWD","2022","2.0","187.5","","7.1997333333333335","","28.0"
"Volvo","S60 FWD","2014","2.5","234.375","","6.36608","","24.0"
"Audi","S6","2020","2.9","271.875","","5.650206896551724","","22.0"
"Mercedes-Benz","AMG S63 4matic Convertible","2019","4.0","375.0","","3.227466666666667","","18.0"
"Mercedes-Benz","AMG S63 4matic Coupe","2019","4.0","375.0","","3.5998666666666668","","20.0"
"Volvo","S60 AWD","2013","2.5","234.375","","5.759786666666667","","23.0"
"Volvo","S60 FWD","2005","2.5","234.375","","6.36608","","22.0"
"Volvo","S60 Polestar AWD","2018","2.0","187.5","","7.1997333333333335","","22.0"
"Audi","S6","2023","2.9","271.875","","5.650206896551724","","22.0"
"Volvo","S60 R AWD","2007","2.5","234.375","","5.759786666666667","","19.0"
"Mercedes-Benz","AMG S63 4matic Coupe","2017","5.5","515.625","","2.618084848484848","","18.0"
"Volvo","S60 PoleStar AWD","2016","3.0","281.25","","4.799822222222222","","21.0"
"Volvo","S60 FWD","2021","2.0","187.5","","7.9576","","27.0"
"Mercedes-Benz","S65 AMG","2010","6.0","562.5","","3.310222222222222","","13.0"
"Volvo","S60 FWD","2015","2.0","187.5","","7.9576","","29.0"
"Mercedes-Benz","S63 AMG 4matic","2015","5.5","515.625","","3.430593939393939","","18.0"
"Audi","S6","1995","2.2","206.25","","6.545212121212121","","18.0"
"Audi","S6","2021","2.9","271.875","","5.650206896551724","","22.0"
"Volvo","S60 FWD","2002","2.4","150.0","","9.947","","21.0"
"Mercedes-Benz","AMG S63 4matic Coupe","2016","5.5","515.625","","2.618084848484848","","18.0"
"Volvo","S60 FWD","2006","2.4","150.0","","9.947","","22.0"
"Volvo","S60 FWD","2003","2.3","215.625","","6.919652173913043","","21.0"
"Mercedes-Benz","S600 Sedan","1994","6.0","375.0","","4.965333333333333","","13.0"
"Mercedes-Benz","AMG CLS63 S 4matic","2016","5.5","515.625","","2.618084848484848","","18.0"
"Mercedes-Benz","AMG S65 Coupe","2019","6.0","562.5","","2.526222222222222","","16.0"
"Mercedes-Benz","AMG S65","2018","6.0","562.5","","3.310222222222222","","16.0"
"Mercedes-Benz","AMG S63 4matic","2019","4.0","375.0","","4.717066666666666","","20.0"
"Audi","S6","2013","4.0","375.0","","4.0964","","20.0"
"Mercedes-Benz","Maybach S650","2020","6.0","562.5","","3.310222222222222","","16.0"
"Mercedes-Benz","AMG S65","2019","6.0","562.5","","3.310222222222222","","16.0"
"Volvo","S60 T8 AWD Recharge","2024","2.0","187.5","","5.759786666666667","","31.0"
"Audi","S6","2022","2.9","271.875","","5.650206896551724","","22.0"
"Volvo","S60 AWD","2006","2.5","234.375","","5.759786666666667","","20.0"
"Volvo","S60 FWD","2017","2.0","187.5","","7.9576","","29.0"
"Mercedes-Benz","S65 AMG Coupe","2017","6.0","562.5","","2.526222222222222","","16.0"
"Mercedes-Benz","Maybach S650","2019","6.0","562.5","","3.310222222222222","","16.0"
"Mercedes-Benz","AMG S65","2017","6.0","562.5","","3.310222222222222","","16.0"
"Volvo","S60 Inscription FWD","2016","2.0","187.5","","7.9576","","29.0"
"Mercedes-Benz","S63 AMG","2013","5.5","515.625","","3.6111515151515152","","18.0"
"Mercedes-Benz","S63 AMG","2008","6.2","387.5","","4.80516129032258","","13.0"
"Mercedes-Benz","S600","1997","6.0","375.0","","4.965333333333333","","14.0"
"Volvo","S60 AWD","2005","2.5","234.375","","5.759786666666667","","20.0"
"Volvo","S60 AWD","2016","2.5","234.375","","5.759786666666667","","23.0"
"Volvo","S60 AWD","2015","3.0","281.25","","4.799822222222222","","22.0"
"Mercedes-Benz","AMG CLS63 S 4matic","2018","5.5","515.625","","2.618084848484848","","18.0"
"Mercedes-Benz","GLS600 4matic Maybach","2021","4.0","375.0","","5.710133333333333","","16.0"
"Mercedes-Benz","CLS63 AMG","2014","5.5","515.625","","2.7558787878787876","","19.0"
"Mercedes-Benz","AMG GLS63 4matic Plus","2024","4.0","375.0","","5.710133333333333","","16.0"
"Mercedes-Benz","CLS63 AMG 4matic","2014","5.5","515.625","","2.618084848484848","","18.0"
"Mercedes-Benz","S600","2010","5.5","515.625","","3.6111515151515152","","13.0"
"Mercedes-Benz","S600 Sedan","1995","6.0","375.0","","4.965333333333333","","13.0"
"Volvo","S60 Inscription AWD","2018","2.0","187.5","","7.1997333333333335","","26.0"
"Volvo","S60 Inscription AWD","2016","2.5","234.375","","5.759786666666667","","23.0"
"Mercedes-Benz","S65 AMG","2011","6.0","562.5","","3.310222222222222","","14.0"
"Volvo","S60 AWD","2014","2.5","234.375","","5.759786666666667","","23.0"
"Mercedes-Benz","AMG S63 4matic","2016","5.5","515.625","","3.430593939393939","","18.0"
"Audi","S6","2017","4.0","375.0","","4.0964","","21.0"
"Mercedes-Benz","Maybach S650","2018","6.0","562.5","","3.310222222222222","","16.0"
"Mercedes-Benz","AMG CLS63 S 4matic","2017","5.5","515.625","","2.618084848484848","","18.0"
"Volvo","S60 AWD PHEV","2020","2.0","187.5","","5.759786666666667","","30.0"
"Mercedes-Benz","CLS63 AMG","2007","6.2","387.5","","3.667096774193548","","14.0"
"Volvo","S60 FWD","2020","2.0","187.5","","7.9576","","27.0"
"Volvo","S60 T8 AWD Recharge ext. Range","2022","2.0","187.5","","5.759786666666667","","31.0"
"Volvo","S60 FWD","2004","2.3","215.625","","6.919652173913043","","21.0"
"Audi","S6","2008","5.2","325.0","","4.726615384615385","","16.0"
"Volvo","S60 FWD","2008","2.4","225.0","","6.631333333333334","","21.0"
"Mercedes-Benz","S63 AMG","2010","6.3","393.75","","4.728888888888888","","14.0"
"Mercedes-Benz","AMG S65","2016","6.0","562.5","","3.310222222222222","","15.0"
"Audi","S6","2024","2.9","181.25","","8.475310344827585","","22.0"
"Mercedes-Benz","S600","2002","5.8","362.5","","5.136551724137931","","16.0"
"Mercedes-Benz","Maybach S650 Convertible","2017","6.0","562.5","","2.2648888888888887","","16.0"
"Audi","S6 Avant","2003","4.2","262.5","","6.029333333333333","","15.0"
"Mercedes-Benz","AMG S63 4matic Convertible","2018","4.0","375.0","","3.227466666666667","","18.0"
"Volvo","S60 B5 AWD","2024","2.0","187.5","","7.1997333333333335","","28.0"
"Audi","S6","2018","4.0","375.0","","4.0964","","18.0"
"Mercedes-Benz","AMG S65","2020","6.0","562.5","","3.310222222222222","","16.0"
"Volvo","S60 AWD","2002","2.4","225.0","","5.999777777777778","","20.0"
"Mercedes-Benz","S65 AMG","2007","6.0","562.5","","3.310222222222222","","14.0"
"Mercedes-Benz","S65 AMG Coupe","2015","6.0","562.5","","2.526222222222222","","15.0"
"Volvo","S60 B5 AWD","2023","2.0","187.5","","7.1997333333333335","","28.0"
"Mercedes-Benz","S65 AMG","2006","6.0","562.5","","3.310222222222222","","14.0"
"Mercedes-Benz","CLS63 AMG S","2014","5.5","515.625","","2.7558787878787876","","19.0"
"Volvo","S60 AWD","2020","2.0","187.5","","7.1997333333333335","","25.0"
"Mercedes-Benz","AMG GLS63 4matic Plus","2023","4.0","375.0","","5.710133333333333","","16.0"
"Volvo","S60 B5","2023","2.0","187.5","","7.9576","","30.0"
"Mercedes-Benz","S600","2005","5.5","515.625","","3.6111515151515152","","13.0"
"Mercedes-Benz","S600","2006","5.5","515.625","","3.6111515151515152","","13.0"
"Volvo","S60 Inscription AWD","2017","2.0","187.5","","7.1997333333333335","","26.0"
"Volvo","S60 R AWD","2004","2.5","234.375","","5.759786666666667","","19.0"
"Mercedes-Benz","S600 Coupe","1997","6.0","375.0","","3.7893333333333334","","14.0"
"Mercedes-Benz","AMG GLS63 4matic Plus","2021","4.0","375.0","","5.710133333333333","","16.0"
"Mercedes-Benz","S65 AMG Convertible","2017","6.0","562.5","","2.2648888888888887","","16.0"
"Volvo","S60 FWD","2013","2.5","234.375","","6.36608","","24.0"
"Mercedes-Benz","AMG S63 4matic Plus Coupe","2020","4.0","375.0","","3.5998666666666668","","20.0"
"Mercedes-Benz","AMG S65 Coupe","2016","6.0","562.5","","2.526222222222222","","15.0"
"Volvo","S60 AWD","2017","2.0","187.5","","7.1997333333333335","","26.0"
"Mercedes-Benz","S63 AMG","2012","5.5","515.625","","3.6111515151515152","","18.0"
"Mercedes-Benz","S600","2017","6.0","562.5","","3.310222222222222","","16.0"
"Mercedes-Benz","S600","2012","5.5","515.625","","3.6111515151515152","","14.0"
"Mercedes-Benz","CLS63 AMG","2012","5.5","515.625","","2.7558787878787876","","19.0"
"Audi","S6 Avant","2002","4.2","262.5","","6.029333333333333","","15.0"
"Volvo","S60 AWD","2009","2.5","234.375","","5.759786666666667","","21.0"
"Volvo","S60 AWD","2004","2.5","234.375","","5.759786666666667","","20.0"
"Mercedes-Benz","AMG GLS63 4matic Plus","2022","4.0","375.0","","5.710133333333333","","15.0"
"Audi","S6","2014","4.0","375.0","","4.0964","","20.0"
"Mercedes-Benz","S63 AMG","2009","6.2","387.5","","4.80516129032258","","13.0"
"Volvo","S60 R AWD","2006","2.5","234.375","","5.759786666666667","","18.0"
"Mercedes-Benz","S600 Coupe","1995","6.0","375.0","","3.7893333333333334","","13.0"
