Make,Model,Year,Fuel Type,MPG Data,Combined Mpg For Fuel Type1,Co2  Tailpipe For Fuel Type1,Engine displacement
Volkswagen,Eurovan,2000,Regular,Y,15,592.4666666666667,2.8
Audi,A4 quattro,2001,Premium,Y,19,467.7368421052632,2.8
BMW,M5,2002,Premium,Y,15,592.4666666666667,4.9
Volkswagen,GTI,2003,Premium,Y,22,403.95454545454544,2.8
Jaguar,XJR 4.2 Litre,2004,Premium,Y,18,493.72222222222223,4.2
Toyota,Matrix,2004,Premium,Y,24,370.2916666666667,1.8
Scion,xB,2004,Regular,Y,29,306.44827586206895,1.5
BMW,X5,2005,Premium,Y,16,555.4375,3.0
Ford,F150 Pickup 2WD,2006,Regular,Y,15,592.4666666666667,5.4
GMC,Sierra K15 4WD,2007,Regular,Y,16,555.4375,5.3
Dodge,Nitro 4WD,2008,Regular,Y,17,522.7647058823529,3.7
Toyota,Sienna 2WD,2010,Regular,Y,19,467.7368421052632,3.5
Mazda,CX-3 4WD,2019,Regular,Y,29,303.0,2.0
Chevrolet,Cobalt Sedan,2010,Regular,Y,27,329.14814814814815,2.2
Chevrolet,Cobalt XFE Sedan,2010,Regular,Y,30,296.23333333333335,2.2
Kia,Forte,2015,Regular,Y,30,294.0,1.8
Hyundai,Veloster,2016,Regular,Y,28,321.0,1.6
Chevrolet,Avalanche 1500 2WD,2007,Regular,Y,16,555.4375,5.3
Acura,TL 2WD,2009,Premium,Y,21,423.1904761904762,3.5
Plymouth,Neon,2000,Regular,Y,27,329.14814814814815,2.0
Chrysler,Sebring Convertible,2001,Regular,Y,20,444.35,2.7
Saturn,SL,2001,Regular,Y,27,329.14814814814815,1.9
Toyota,Tundra 4WD,2003,Regular,Y,16,555.4375,3.4
Volkswagen,Jetta,2000,Regular,Y,24,370.2916666666667,2.0
Jeep,Liberty/Cherokee 4WD,2005,Regular,Y,17,522.7647058823529,3.7
Toyota,Tundra 4WD,2006,Regular,Y,15,592.4666666666667,4.7
Kia,Optima (2006 New Model),2006,Regular,Y,25,355.48,2.4
Mercedes-Benz,ML350 4matic,2009,Premium,Y,17,522.7647058823529,3.5
Audi,A3 quattro,2010,Premium,Y,24,370.2916666666667,2.0
Honda,Accord,2010,Regular,Y,23,386.39130434782606,3.5
Chrysler,200,2013,Regular,Y,23,378.0,2.4
Ford,F150 Pickup 2WD FFV,2013,Gasoline or E85,Y,19,470.0,3.7
BMW,X3 xDrive28i,2015,Premium,Y,24,375.0,2.0
Mercedes-Benz,GLK250 Bluetec 4matic,2015,Diesel,Y,27,371.0,2.1
Pontiac,G6,2006,Regular,Y,24,370.2916666666667,2.4
Subaru,B9 Tribeca AWD,2006,Premium,Y,18,493.72222222222223,3.0
Chevrolet,Cruze,2012,Regular,Y,29,306.44827586206895,1.8
BMW,i3 REX  (94 Amp-hour battery),2017,Premium Gas or Electricity,Y,35,29.0,0.6
Ford,Mustang,2010,Regular,Y,19,467.7368421052632,4.6
Kia,Forte,2010,Regular,Y,28,317.39285714285717,2.0
Buick,Park Avenue,2003,Regular,Y,21,423.1904761904762,3.8
Ford,Explorer 2WD FFV,2017,Gasoline or E85,Y,20,452.0,3.5
Hyundai,Accent,2010,Regular,Y,30,296.23333333333335,1.6
Volkswagen,Phaeton,2004,Premium,Y,16,555.4375,4.2
Mercury,Mariner FWD,2006,Regular,Y,20,444.35,3.0
BMW,335ci Convertible,2007,Premium,Y,21,423.1904761904762,3.0
BMW,Z3 Roadster,2001,Premium,Y,19,467.7368421052632,3.0
Volvo,S80/S80 Executive,2003,Premium,Y,19,467.7368421052632,2.9
Tesla,Model Y Long Range AWD,2020,Electricity,Y,121,0.0,
MINI,Clubman,2010,Premium,Y,28,317.39285714285717,1.6
Honda,Element 4WD,2011,Regular,Y,21,423.1904761904762,2.4
Jeep,Grand Cherokee 4WD,2012,Midgrade,Y,15,592.4666666666667,5.7
Lexus,RX 450h AWD,2013,Premium,Y,28,312.0,3.5
Audi,Q7,2013,Diesel,Y,22,466.0,3.0
Toyota,Tacoma 4WD,2014,Regular,Y,17,516.0,4.0
Toyota,Camry Solara Convertible,2005,Regular,Y,21,423.1904761904762,3.3
Acura,RSX,2006,Regular,Y,26,341.8076923076923,2.0
Jeep,Grand Cherokee 4WD,2007,Gasoline or E85,Y,15,592.4666666666667,4.7
Acura,TSX,2008,Premium,Y,22,403.95454545454544,2.4
Chrysler,Pacifica FWD,2008,Regular,Y,18,493.72222222222223,3.8
Volkswagen,Jetta SportWagen,2009,Premium,Y,25,355.48,2.0
Toyota,Sienna 2WD,2009,Regular,Y,19,467.7368421052632,3.5
Mazda,3 5-Door,2014,Regular,Y,33,270.0,2.0
Jeep,Wrangler Unlimited 4WD,2014,Regular,Y,18,502.0,3.6
GMC,Envoy 4WD,2003,Regular,Y,15,592.4666666666667,4.2
Toyota,Tacoma 4WD,2005,Regular,Y,17,522.7647058823529,4.0
BMW,325i,2006,Premium,Y,21,423.1904761904762,3.0
Audi,S4 Avant,2006,Premium,Y,16,555.4375,4.2
Lincoln,Navigator 2WD,2006,Premium,Y,13,683.6153846153846,5.4
Ford,F150 Pickup 4WD FFV,2006,Gasoline or E85,Y,14,634.7857142857143,5.4
Hyundai,Tucson 2WD,2007,Regular,Y,20,444.35,2.7
Saturn,Vue FWD,2009,Regular,Y,19,467.7368421052632,3.6
Isuzu,Rodeo 2WD,2000,Regular,Y,19,467.7368421052632,2.2
Toyota,Camry Solara,2002,Regular,Y,20,444.35,3.0
Toyota,Camry XLE/XSE,2018,Regular,Y,32,274.0,2.5
Toyota,Yaris,2019,Regular,Y,35,252.0,1.5
Jeep,Patriot 4WD,2010,Regular,Y,21,423.1904761904762,2.4
Nissan,Cube,2010,Regular,Y,27,329.14814814814815,1.8
Ford,Mustang,2012,Regular,Y,23,386.39130434782606,3.7
Ram,1500 2WD,2014,Gasoline or E85,Y,20,450.0,3.6
Kia,Seltos AWD,2022,Regular,Y,29,314.0,2.0
Mercury,Montego AWD,2006,Regular,Y,19,467.7368421052632,3.0
Honda,Odyssey,2009,Regular,Y,20,444.35,3.5
Kia,Optima Plug-in Hybrid,2017,Regular Gas and Electricity,Y,40,97.0,2.0
Mitsubishi,Lancer,2011,Regular,Y,27,329.14814814814815,2.0
Dodge,Charger,2012,Gasoline or E85,Y,23,386.39130434782606,3.6
Kia,Optima Hybrid,2012,Regular,Y,36,246.86111111111111,2.4
Hyundai,Veloster,2013,Regular,Y,31,288.0,1.6
Audi,A4 quattro,2004,Premium,Y,19,467.7368421052632,3.0
Chevrolet,Tracker LT 2WD,2004,Regular,Y,18,493.72222222222223,2.5
Volkswagen,Passat Wagon,2005,Premium,Y,20,444.35,2.8
Chevrolet,Colorado 2WD,2007,Regular,Y,18,493.72222222222223,3.7
Ford,Escape 4WD,2008,Regular,Y,19,467.7368421052632,3.0
Subaru,Outback Wagon AWD,2008,Regular,Y,22,403.95454545454544,2.5
Infiniti,G37 Coupe,2008,Premium,Y,20,444.35,3.7
Chevrolet,Equinox FWD,2008,Regular,Y,19,467.7368421052632,3.4
Lexus,IS F,2010,Premium,Y,18,493.72222222222223,5.0
Toyota,Camry,2011,Regular,Y,25,355.48,2.5
Kia,Soul,2013,Regular,Y,27,333.0,1.6
Fiat,500,2013,Premium,Y,29,300.0,1.4
Toyota,Sienna AWD,2013,Regular,Y,19,467.0,3.5
Audi,A6 quattro,2016,Premium,Y,24,375.0,3.0
Mitsubishi,Lancer Evolution,2004,Premium,Y,19,467.7368421052632,2.0
Chrysler,Crossfire Coupe,2007,Premium,Y,18,493.72222222222223,3.2
Chevrolet,Colorado 4WD,2017,Diesel,Y,23,449.0,2.8
Nissan,Frontier 2WD,2010,Regular,Y,17,522.7647058823529,4.0
Nissan,Xterra 4WD,2010,Regular,Y,17,522.7647058823529,4.0
Jeep,Liberty 4WD,2011,Regular,Y,17,522.7647058823529,3.7
Dodge,Challenger,2016,Midgrade,Y,19,466.0,5.7
BMW,328i,2015,Premium,Y,26,344.0,2.0
Chevrolet,Silverado K15 4WD,2016,Gasoline or E85,Y,19,475.0,4.3
Audi,S3,2017,Premium,Y,24,373.0,2.0
Chevrolet,Blazer FWD,2019,Regular,Y,24,373.0,2.5
Honda,Civic,2002,Regular,Y,30,296.23333333333335,1.7
BMW,330ci,2003,Premium,Y,20,444.35,3.0
Ford,Mustang,2003,Regular,Y,18,493.72222222222223,4.6
Chrysler,Town and Country/Voyager/Grand Voy. AWD,2003,Regular,Y,17,522.7647058823529,3.8
Toyota,4Runner 4WD,2003,Regular,Y,17,522.7647058823529,4.0
Lexus,RX 300,2001,Regular,Y,18,493.72222222222223,3.0
Toyota,Celica,2002,Regular,Y,27,329.14814814814815,1.8
Volkswagen,Passat Wagon,2003,Premium,Y,22,403.95454545454544,1.8
Mazda,3 DI 4-Door,2012,Regular,Y,32,277.71875,2.0
Ford,Focus FWD,2010,Regular,Y,28,317.39285714285717,2.0
Ram,1500 4WD,2014,Midgrade,Y,17,527.0,5.7
Hyundai,Ioniq Blue,2020,Regular,Y,58,154.0,1.6
Subaru,Forester AWD,2003,Regular,Y,21,423.1904761904762,2.5
Saab,9-3 Sport Sedan,2003,Premium,Y,22,403.95454545454544,2.0
Volvo,S40 FWD,2008,Premium,Y,23,386.39130434782606,2.4
Chevrolet,Malibu,2009,Regular,Y,25,355.48,2.4
Chevrolet,Cavalier,2000,Regular,Y,22,403.95454545454544,2.2
Ford,Ranger Pickup 2WD,2001,Regular,Y,17,522.7647058823529,4.0
Mazda,MX-5 Miata,2003,Premium,Y,23,386.39130434782606,1.8
Nissan,Rogue AWD,2013,Regular,Y,24,376.0,2.5
Honda,Accord,2015,Regular,Y,27,328.0,2.4
Ford,Ranger Pickup 4WD,2001,Regular,Y,15,592.4666666666667,4.0
Chevrolet,Suburban 1500 4WD,2002,Regular,Y,13,683.6153846153846,5.3
Ford,F150 Pickup 4WD,2004,Regular,Y,13,683.6153846153846,5.4
Ford,Freestar Wagon FWD,2005,Regular,Y,18,493.72222222222223,4.2
Lexus,RX 330 2WD,2006,Premium,Y,20,444.35,3.3
GMC,Envoy 4WD,2008,Regular,Y,16,555.4375,5.3
Scion,tC,2009,Regular,Y,24,370.2916666666667,2.4
Honda,Civic 4Dr,2022,Regular,Y,34,260.0,1.5
Dodge,Ram 1500 Pickup 2WD,2011,Gasoline or E85,Y,15,592.4666666666667,4.7
Hyundai,Elantra,2013,Regular,Y,32,284.0,1.8
Lincoln,MKT AWD,2014,Regular,Y,18,483.0,3.5
Chevrolet,Cavalier,2000,Regular,Y,23,386.39130434782606,2.4
Mercedes-Benz,S550,2014,Premium,Y,20,444.0,4.7
Ford,Taurus,2003,Gasoline or E85,Y,20,444.35,3.0
Chrysler,Crossfire Coupe,2005,Premium,Y,18,493.72222222222223,3.2
Cadillac,SRX AWD,2005,Premium,Y,15,592.4666666666667,4.6
Dodge,Ram 1500 Pickup 2WD,2006,Regular,Y,16,555.4375,3.7
Honda,Insight,2010,Regular,Y,41,216.7560975609756,1.3
Mercury,Mystique,2000,Regular,Y,21,423.1904761904762,2.5
Ford,F150 Pickup 2WD,2003,Regular,Y,16,555.4375,4.2
Ram,1500 Classic 2WD,2019,Midgrade,Y,17,512.0,5.7
Kia,Soul,2012,Regular,Y,27,329.14814814814815,1.6
Kia,Forte,2013,Regular,Y,29,309.0,2.0
Dodge,Durango 4WD,2004,Regular,Y,13,683.6153846153846,5.7
Acura,TL,2005,Premium,Y,21,423.1904761904762,3.2
Cadillac,CTS,2006,Regular,Y,19,467.7368421052632,2.8
Kia,Optima,2009,Regular,Y,25,355.48,2.4
Mitsubishi,Eclipse,2001,Premium,Y,21,423.1904761904762,3.0
Subaru,Crosstrek Hybrid AWD,2020,Regular Gas and Electricity,Y,35,151.0,2.0
Hyundai,Tucson FWD,2022,Regular,Y,29,314.0,2.5
Mazda,2,2012,Regular,Y,31,286.6774193548387,1.5
Hyundai,Santa Fe Sport 4WD,2013,Regular,Y,22,406.0,2.4
Mercedes-Benz,GLA250,2016,Premium,Y,28,312.0,2.0
Jeep,Grand Cherokee 4WD,2016,Diesel,Y,24,432.0,3.0
Scion,FR-S,2013,Premium,Y,25,361.0,2.0
smart,fortwo cabriolet,2010,Premium,Y,36,246.86111111111111,1.0
Kia,Sorento 2WD,2014,Regular,Y,21,428.0,3.3
Volvo,XC60 AWD,2015,Regular,Y,20,434.0,3.0
Mitsubishi,Lancer,2015,Regular,Y,29,310.0,2.0
Chevrolet,Equinox FWD,2016,Gasoline or E85,Y,26,347.0,2.4
Chevrolet,Traverse AWD,2018,Regular,Y,20,444.0,3.6
Chevrolet,Silverado C15 2WD,2009,Regular,Y,17,522.7647058823529,4.3
Mazda,3 4-Door,2015,Regular,Y,33,270.0,2.0
BMW,Z3 Roadster,2001,Premium,Y,20,444.35,2.5
Saab,9-3 Convertible,2001,Regular,Y,21,423.1904761904762,2.0
Chevrolet,Express 1500/2500 2WD,2001,Regular,Y,14,634.7857142857143,5.0
Mitsubishi,Eclipse,2002,Regular,Y,20,444.35,2.4
Ford,E150 Econoline 2WD,2002,Regular,Y,14,634.7857142857143,4.2
Volvo,C70 Convertible,2000,Premium,Y,19,467.7368421052632,2.3
Pontiac,Montana FWD,2000,Regular,Y,19,467.7368421052632,3.4
Ford,Escort,2001,Regular,Y,26,341.8076923076923,2.0
Acura,RSX,2002,Regular,Y,26,341.8076923076923,2.0
Volkswagen,Passat,2003,Premium,Y,23,386.39130434782606,1.8
Nissan,Frontier V6 2WD,2003,Regular,Y,16,555.4375,3.3
BMW,325ci Convertible,2004,Premium,Y,21,423.1904761904762,2.5
Nissan,Pathfinder 4WD,2008,Premium,Y,16,555.4375,4.0
Dodge,Stratus,2004,Regular,Y,21,423.1904761904762,2.4
Ford,F150 Pickup 2WD,2004,Regular,Y,16,555.4375,4.2
Jeep,Grand Cherokee 2WD,2004,Regular,Y,16,555.4375,4.7
BMW,535xi,2008,Premium,Y,20,444.35,3.0
Volvo,XC90 FWD,2008,Premium,Y,16,555.4375,3.2
Hyundai,Elantra,2008,Regular,Y,28,317.39285714285717,2.0
Honda,Accord,2009,Regular,Y,24,370.2916666666667,2.4
Chrysler,Town and Country/Voyager/Grand Voy. 2WD,2001,Regular,Y,18,493.72222222222223,3.8
Suzuki,Aerio SX,2002,Regular,Y,25,355.48,2.0
Hyundai,XG350,2003,Regular,Y,18,493.72222222222223,3.5
Volkswagen,Passat,2003,Premium,Y,20,444.35,2.8
Honda,Accord,2021,Regular,Y,33,268.0,1.5
Volkswagen,Tiguan 4motion,2010,Premium,Y,20,444.35,2.0
Dodge,Charger,2011,Midgrade,Y,19,467.7368421052632,5.7
Chevrolet,Cruze Limited,2016,Regular,Y,26,336.0,1.8
Lexus,NX 200t,2016,Premium,Y,25,360.0,2.0
BMW,X5 xDrive40e,2016,Premium and Electricity,Y,24,247.0,2.0
GMC,Canyon 2WD,2004,Regular,Y,18,493.72222222222223,3.5
Toyota,4Runner 2WD,2004,Regular,Y,18,493.72222222222223,4.0
Subaru,Impreza Wagon/Outback SPT AWD,2005,Regular,Y,22,403.95454545454544,2.5
Kia,Sorento 2WD,2006,Regular,Y,16,555.4375,3.5
Porsche,Cayman,2007,Premium,Y,23,386.39130434782606,2.7
Toyota,RAV4 4WD,2007,Regular,Y,21,423.1904761904762,3.5
Scion,tC,2008,Regular,Y,24,370.2916666666667,2.4
Toyota,Yaris,2009,Regular,Y,31,286.6774193548387,1.5
Toyota,4Runner 4WD,2002,Regular,Y,16,555.4375,3.4
Ford,Transit T150 Wagon,2017,Regular,Y,16,552.0,3.5
Acura,RDX AWD A-SPEC,2019,Premium,Y,23,385.0,2.0
Honda,HR-V 4WD,2016,Regular,Y,29,313.0,1.8
Volvo,S40 FWD,2004,Premium,Y,22,403.95454545454544,1.9
Nissan,Pathfinder Armada 4WD,2004,Regular,Y,14,634.7857142857143,5.6
Chevrolet,Equinox FWD,2005,Regular,Y,19,467.7368421052632,3.4
Chevrolet,Silverado 1500 4WD,2006,Regular,Y,15,592.4666666666667,5.3
Mazda,MX-5,2007,Premium,Y,23,386.39130434782606,2.0
Chrysler,Town and Country/Voyager/Grand Voy. 2WD,2007,Regular,Y,19,467.7368421052632,3.3
Dodge,Charger,2008,Regular,Y,21,423.1904761904762,2.7
Toyota,Tacoma 4WD,2000,Regular,Y,16,555.4375,3.4
Suzuki,Grand Vitara XL7 4WD,2001,Regular,Y,16,555.4375,2.7
Porsche,911 Carrera 4S,2002,Premium,Y,18,493.72222222222223,3.6
Pontiac,Sunfire,2002,Regular,Y,24,370.2916666666667,2.2
Volkswagen,GTI,2002,Regular,Y,22,403.95454545454544,2.8
Mercedes-Benz,CLK320 (Cabriolet),2003,Premium,Y,20,444.35,3.2
Ford,F150 Pickup 2WD,2003,Regular,Y,15,592.4666666666667,5.4
Toyota,Corolla Hatchback XSE,2019,Regular,Y,33,266.0,2.0
BMW,X3 xDrive28d,2015,Diesel,Y,30,345.0,2.0
Volvo,XC90 AWD,2018,Premium,Y,23,394.0,2.0
Honda,Civic HF,2012,Regular,Y,32,277.71875,1.8
Ford,Escape AWD,2014,Regular,Y,24,378.0,2.0
Cadillac,XT5,2017,Regular,Y,22,395.0,3.6
Pontiac,G6,2010,Gasoline or E85,Y,26,341.8076923076923,2.4
GMC,Sierra 15 Hybrid 4WD,2010,Regular,Y,21,423.1904761904762,6.0
Ford,Ranger Pickup 2WD,2005,Regular,Y,18,493.72222222222223,3.0
Chevrolet,Malibu,2006,Regular,Y,23,386.39130434782606,3.5
Mazda,6,2006,Regular,Y,24,370.2916666666667,2.3
Audi,A4 Cabriolet,2008,Premium,Y,24,370.2916666666667,2.0
Chevrolet,Cobalt,2008,Premium,Y,26,341.8076923076923,2.4
Mercedes-Benz,C300 4matic,2008,Premium,Y,20,444.35,3.0
Pontiac,G8,2008,Premium,Y,18,493.72222222222223,6.0
BMW,325xi Sport Wagon,2001,Premium,Y,20,444.35,2.5
Acura,RSX,2002,Regular,Y,24,370.2916666666667,2.0
Lincoln,MKC FWD,2019,Regular,Y,23,390.0,2.0
Honda,Civic Hybrid,2010,Regular,Y,42,211.5952380952381,1.3
Dodge,Ram 1500 Pickup 4WD,2012,Midgrade,Y,15,592.4666666666667,5.7
Ford,Taurus FWD FFV,2015,Gasoline or E85,Y,23,395.0,3.5
Volkswagen,Golf,2016,Regular,Y,29,309.0,1.8
BMW,Z3 Roadster,2000,Premium,Y,20,444.35,2.5
Toyota,Tacoma 4WD,2003,Regular,Y,16,555.4375,3.4
Infiniti,G35,2005,Premium,Y,20,444.35,3.5
Subaru,Legacy Wagon AWD,2007,Regular,Y,22,403.95454545454544,2.5
GMC,Sierra 4WD AT4,2020,Diesel,Y,24,427.0,3.0
Acura,TL 4WD,2013,Premium,Y,21,421.0,3.7
Scion,iQ,2015,Regular,Y,37,238.0,1.3
Nissan,Frontier 2WD FFV,2019,Gasoline or E85,Y,18,494.0,4.0
Kia,Sportage 4WD,2011,Regular,Y,23,386.39130434782606,2.4
Chevrolet,Cruze Eco,2014,Regular,Y,30,295.0,1.4
BMW,528i,2000,Premium,Y,19,467.7368421052632,2.8
Nissan,Altima Coupe,2010,Regular,Y,26,341.8076923076923,2.5
Mercury,Mariner FWD,2011,Regular,Y,23,386.39130434782606,2.5
BMW,535i xDrive,2014,Premium,Y,23,384.0,3.0
Volvo,S60 FWD,2015,Regular,Y,29,310.0,2.0
Toyota,Tundra 4WD,2000,Regular,Y,14,634.7857142857143,4.7
Audi,A4 quattro,2002,Premium,Y,18,493.72222222222223,3.0
Dodge,Neon,2002,Regular,Y,24,370.2916666666667,2.0
Lincoln,LS,2002,Premium,Y,19,467.7368421052632,3.0
Suzuki,Grand Vitara XL7 4WD,2002,Regular,Y,16,555.4375,2.7
Honda,Pilot 4WD,2010,Regular,Y,18,493.72222222222223,3.5
Nissan,Xterra 2WD,2003,Regular,Y,19,467.7368421052632,2.4
Volkswagen,Jetta,2004,Diesel,Y,32,318.125,1.9
Dodge,Ram 1500 Pickup 2WD,2004,Regular,Y,14,634.7857142857143,5.7
GMC,Sierra 1500 4WD,2006,Regular,Y,15,592.4666666666667,5.3
Mitsubishi,Lancer,2008,Regular,Y,24,370.2916666666667,2.0
Chevrolet,Silverado K15 4WD,2008,Regular,Y,16,555.4375,5.3
Jaguar,XF,2009,Premium,Y,19,467.7368421052632,4.2
Honda,CR-V FWD,2017,Regular,Y,30,292.0,1.5
Dodge,Dakota Pickup 2WD,2003,Regular,Y,16,555.4375,3.9
Toyota,RAV4 Hybrid AWD,2020,Regular,Y,40,223.0,2.5
Tesla,Model 3 Long Range Performance AWD (20in),2020,Electricity,Y,113,0.0,
Chevrolet,Malibu,2010,Regular,Y,26,341.8076923076923,2.4
Pontiac,G6,2010,Gasoline or E85,Y,23,386.39130434782606,3.5
Toyota,Prius v,2014,Regular,Y,41,217.0,1.8
Toyota,Tacoma 4WD,2002,Regular,Y,16,555.4375,3.4
Mercedes-Benz,C320,2003,Premium,Y,20,444.35,3.2
Toyota,Echo,2003,Regular,Y,31,286.6774193548387,1.5
Hyundai,Sonata Limited,2015,Regular,Y,24,365.0,2.0
Ford,Taurus FWD,2016,Regular,Y,23,387.0,2.0
Mazda,6 Sport Wagon,2005,Regular,Y,20,444.35,3.0
Subaru,Forester AWD,2007,Regular,Y,22,403.95454545454544,2.5
Nissan,Altima,2007,Regular,Y,26,341.8076923076923,2.5
MINI,Clubman,2008,Premium,Y,29,306.44827586206895,1.6
Toyota,Tundra 4WD,2001,Regular,Y,15,592.4666666666667,3.4
Saab,9-5 Sedan AWD,2011,Regular,Y,20,444.35,2.8
Toyota,Venza AWD,2012,Regular,Y,21,423.1904761904762,3.5
Audi,A6 quattro,2014,Diesel,Y,29,349.0,3.0
Dodge,Ram 1500 Pickup 2WD,2008,Regular,Y,15,592.4666666666667,5.7
Kia,Sorento 2WD,2012,Regular,Y,24,370.2916666666667,2.4
Chevrolet,Sonic 5,2014,Regular,Y,28,317.0,1.8
Jeep,Patriot FWD,2015,Regular,Y,25,347.0,2.0
Ford,Mustang,2004,Regular,Y,21,423.1904761904762,3.9
Dodge,Caravan/Grand Caravan 2WD,2004,Regular,Y,18,493.72222222222223,3.8
Subaru,Legacy AWD,2005,Premium,Y,19,467.7368421052632,2.5
Honda,Element 2WD,2007,Regular,Y,20,444.35,2.4
smart,fortwo convertible,2008,Premium,Y,36,246.86111111111111,1.0
Mazda,CX-9 2WD,2009,Regular,Y,18,493.72222222222223,3.7
Ford,Crown Victoria,2000,Regular,Y,18,493.72222222222223,4.6
Plymouth,Voyager/Grand Voyager 2WD,2000,Regular,Y,19,467.7368421052632,3.3
Toyota,Tundra 4WD,2001,Regular,Y,14,634.7857142857143,4.7
Mercury,Sable (FFV),2001,Gasoline or E85,Y,19,467.7368421052632,3.0
Chevrolet,Silverado 4WD TrailBoss,2020,Regular,Y,18,494.0,5.3
BMW,135i Convertible,2011,Premium,Y,20,444.35,3.0
Nissan,Sentra,2011,Regular,Y,29,306.44827586206895,2.0
Toyota,Prius Prime,2019,Regular Gas and Electricity,Y,54,78.0,1.8
GMC,Terrain AWD,2013,Regular,Y,23,381.0,2.4
Toyota,Highlander 2WD,2015,Regular,Y,21,425.0,3.5
Toyota,Highlander AWD,2015,Regular,Y,20,437.0,3.5
Ford,Expedition 2WD,2004,Regular,Y,15,592.4666666666667,4.6
Ford,Expedition 4WD,2006,Regular,Y,14,634.7857142857143,5.4
Volkswagen,Golf,2000,Diesel,Y,33,308.4848484848485,1.9
BMW,540i Sport Wagon,2000,Premium,Y,16,555.4375,4.4
Chevrolet,Tahoe K1500 4WD,2017,Gasoline or E85,Y,18,497.0,5.3
Nissan,Frontier 2WD,2017,Regular,Y,19,478.0,4.0
Audi,A4 Ultra,2018,Premium,Y,31,284.0,2.0
Nissan,Rogue AWD,2019,Regular,Y,27,324.0,2.5
Honda,CR-V 4WD,2000,Regular,Y,21,423.1904761904762,2.0
Chevrolet,Cavalier (Bi-fuel CNG),2000,Gasoline or natural gas,Y,22,403.95454545454544,2.2
Toyota,Tacoma 4WD,2004,Regular,Y,16,555.4375,3.4
Pontiac,Grand Prix,2005,Premium,Y,19,467.7368421052632,3.8
Ford,F150 Pickup 2WD,2006,Regular,Y,16,555.4375,4.2
Mazda,6,2017,Regular,Y,30,299.0,2.5
Honda,Civic 4Dr,2018,Regular,Y,36,247.0,1.5
Honda,Civic,2010,Regular,Y,29,306.44827586206895,1.8
Lincoln,MKZ FWD,2014,Regular,Y,26,343.0,2.0
Chevrolet,Silverado 1500 4WD,2000,Regular,Y,15,592.4666666666667,4.8
Ford,Escape AWD,2017,Regular,Y,23,386.0,2.0
Volvo,S80/S80 Executive,2001,Premium,Y,19,467.7368421052632,2.8
Ford,Mustang,2002,Regular,Y,20,444.35,3.8
Toyota,GR Corolla,2024,Premium,Y,24,368.0,1.6
MINI,Cooper Convertible,2005,Premium,Y,25,355.48,1.6
Porsche,Cayman S,2006,Premium,Y,21,423.1904761904762,3.4
BMW,X5 4.8i,2007,Premium,Y,16,555.4375,4.8
Audi,A4 Avant quattro,2012,Premium,Y,24,370.2916666666667,2.0
Volkswagen,Golf,2013,Diesel,Y,32,318.0,2.0
Toyota,Camry Hybrid LE,2014,Regular,Y,40,220.0,2.5
Mazda,B2300 2WD,2002,Regular,Y,23,386.39130434782606,2.3
Volkswagen,Tiguan,2019,Regular,Y,25,355.0,2.0
Toyota,Tacoma 2WD,2001,Regular,Y,17,522.7647058823529,3.4
Jaguar,S-Type,2002,Premium,Y,18,493.72222222222223,4.0
Mazda,626,2002,Regular,Y,25,355.48,2.0
Hyundai,Sonata,2018,Regular,Y,28,316.0,2.4
Lexus,GS F,2018,Premium,Y,19,472.0,5.0
Honda,Accord,2019,Regular,Y,26,344.0,2.0
Hyundai,Elantra,2020,Regular,Y,34,264.0,2.0
Ram,1500 4WD,2022,Regular,Y,21,417.0,3.6
Ford,Explorer FWD,2017,Regular,Y,22,408.0,2.3
Ram,1500 2WD,2017,Gasoline or E85,Y,20,450.0,3.6
Chevrolet,Cruze Eco,2013,Regular,Y,32,273.0,1.4
MINI,Cooper S Roadster,2013,Premium,Y,29,305.0,1.6
Ford,F150 Pickup 2WD FFV,2014,Gasoline or E85,Y,17,517.0,5.0
Jeep,Grand Cherokee 2WD,2002,Regular,Y,16,555.4375,4.0
Chevrolet,TrailBlazer 2WD,2003,Regular,Y,16,555.4375,4.2
Kia,Rondo,2008,Regular,Y,21,423.1904761904762,2.7
Subaru,Forester AWD,2008,Regular,Y,22,403.95454545454544,2.5
Ford,Fiesta FWD,2013,Regular,Y,32,275.0,1.6
Chevrolet,Traverse AWD,2014,Regular,Y,19,476.0,3.6
Subaru,Legacy AWD,2017,Regular,Y,23,387.0,3.6
Subaru,Forester AWD,2018,Regular,Y,28,315.0,2.5
Chevrolet,Silverado 4WD TrailBoss,2021,Regular,Y,18,494.0,5.3
Volkswagen,Jetta,2000,Regular,Y,22,403.95454545454544,2.0
Dodge,Dakota Pickup 2WD,2000,Regular,Y,16,555.4375,3.9
Nissan,Frontier V6 4WD,2000,Regular,Y,15,592.4666666666667,3.3
Toyota,Camry,2001,Regular,Y,20,444.35,3.0
Saturn,SC,2002,Regular,Y,26,341.8076923076923,1.9
Infiniti,G35,2004,Premium,Y,20,444.35,3.5
Toyota,Tundra 4WD,2004,Regular,Y,14,634.7857142857143,4.7
Jeep,Grand Cherokee 4WD,2004,Regular,Y,16,555.4375,4.0
Nissan,Xterra V6 4WD,2004,Regular,Y,16,555.4375,3.3
Honda,Civic,2005,Regular,Y,30,296.23333333333335,1.7
Nissan,Frontier V6 2WD,2005,Regular,Y,16,555.4375,4.0
Cadillac,SRX 2WD,2006,Regular,Y,17,522.7647058823529,3.6
